persona,scenario,modifier,query
berlin_expat_freelancer,close_account,in_a_hurry_before_trip,"Hey, I need to close my Revolut account and withdraw my remaining balance, but I’m leaving tomorrow for a trip abroad and I have a flight in 4 hours. Can you tell me how to do this quickly?"
berlin_expat_freelancer,close_account,confused_non_native_english,"Oi, ich möchte mein Revolut-Konto schließen, aber ich bin ein bisschen verwirrt über den Prozess. Wie kann ich das machen und was passiert mit meinem restlichen Geld? Danke!"
spanish_student_erasmus,card_frozen_security,neutral,"Oye, mi tarjeta está congelada después de una revisión de seguridad y no sé qué hacer. ¿Me puedes decir cómo puedo desbloquearla o qué documentos necesito? Gracias."
spanish_student_erasmus,card_frozen_security,angry_after_waiting,"¡Hola! Estoy super frustrado porque mi tarjeta está congelada después de esa revisión de seguridad y ya he esperado un montón de tiempo por una respuesta. ¿Qué documentos tengo que enviar para desbloquearla? Esto es ridículo, ¡necesito el dinero ya!"
spanish_student_erasmus,card_frozen_security,anxious_about_money,"Hola, ¿qué tal? Mi tarjeta está congelada por un chequeo de seguridad y estoy un poco preocupado porque tengo que pagar el alquiler y unas facturas urgentemente. ¿Qué documentos necesito para desbloquearla o cómo puedo hacer que me la devuelvan rápido? ¡Gracias!"
spanish_student_erasmus,card_frozen_security,in_a_hurry_before_trip,"¡Hola! Tengo un problema, me han bloqueado la tarjeta después de una revisión de seguridad y necesito usarla porque me voy de viaje mañana y tengo el vuelo en 4 horas. ¿Qué documentos necesito para desbloquearla rápido?"
spanish_student_erasmus,card_frozen_security,confused_non_native_english,"¡Hola! ¿Por qué me han bloqueado la tarjeta? Dicen que es un chequeo de seguridad, pero no entiendo qué documentos necesito o cómo puedo desbloquearla. Mis padres me mandan dinero para el pago colegiado y no puedo usarla, ¡vale!"
spanish_student_erasmus,topup_declined,neutral,"¡Hola! He intentado hacer un top-up a mi cuenta de Revolut, pero me dice que el pago ha sido rechazado. ¿Me puedes decir por qué y cómo puedo solucionarlo? Gracias, ¡un saludo!"
spanish_student_erasmus,topup_declined,angry_after_waiting,"¡Ostras! He intentado hacer un top-up varias veces y siempre me lo declinan, ¿puede ser que el banco me esté fallando o es un error de Revolut? ¡Esto es ridículo, llevo esperando respuesta ages y necesito el dinero para mis pagos colegiados!"
spanish_student_erasmus,topup_declined,anxious_about_money,"Hola, ostra, necesito ayuda porque no me dejan añadir dinero a mi cuenta de Revolut y mis padres me han dicho que no han podido hacer el pago colegiado. ¿Qué está pasando? Tengo que pagar el alquiler y estoy preocupado de que mis fondos se queden atascados."
spanish_student_erasmus,topup_declined,in_a_hurry_before_trip,"¡Hola! Estoy a punto de irme de viaje y intenté hacer un top-up a mi cuenta de Revolut, pero me dicen que el banco ha declinado el pago. ¿Por qué ha pasado esto y cómo lo arreglo rápido? Salgo mañana y tengo el vuelo en 4 horas. ¡Gracias!"
spanish_student_erasmus,topup_declined,confused_non_native_english,"Hola, quiero saber por qué no puedo añadir dinero a mi cuenta de Revolut, me dice que el banco ha rechazado el pago. ¿Cómo puedo arreglar esto? Mis padres me mandan dinero para el pago colegiado y no entiendo qué pasa."
spanish_student_erasmus,source_of_funds_request,neutral,"Hola, estoy en Erasmus y me piden prueba de mis fondos, ¿qué documentos tengo que subir exactamente? No sé si tengo lo que necesitan mis padres me ayudan con esto. ¡Gracias!"
spanish_student_erasmus,source_of_funds_request,angry_after_waiting,¡Hola! Estoy cansado de esperar ya y es ridículo que me pidan pruebas de mis fondos. ¿Qué documentos tengo que subir exactamente para justificar mi dinero? Esto es inaceptable.
spanish_student_erasmus,source_of_funds_request,anxious_about_money,"¡Hola! Tengo un problemilla, Revolut me pide prueba de mis fondos y no sé qué documentos subir. Mis padres me mandan dinero y tengo que pagar el alquiler ya, ostra, me da miedo que se quede todo parado. ¿Qué necesito enviar?"
spanish_student_erasmus,source_of_funds_request,in_a_hurry_before_trip,"Oye, estoy a punto de irme de viaje y Revolut me pide prueba de mis fondos, pero no sé qué documentos tengo que subir. ¡Dejo mañana y mi vuelo es en 4 horas! ¿Me puedes ayudar rápido, por favor?"
spanish_student_erasmus,source_of_funds_request,confused_non_native_english,"¡Hola! Estoy un poco confundido porque Revolut me pide prueba de donde viene mi dinero. ¿Qué documentos tengo que subir? Mis padres me ayudan con el pago colegiado, no sé qué poner."
spanish_student_erasmus,proof_address_rejected,neutral,"Oye, he subido un documento para verificar mi dirección pero me lo han rechazado. ¿Qué formato es el que aceptan? Necesito un poco de ayuda, porfa."
spanish_student_erasmus,proof_address_rejected,angry_after_waiting,"¡Hola! He subido un documento para verificar mi dirección, pero lo han rechazado y ya he estado esperando un montón. ¿Qué formato aceptan exactamente? Es ridículo esta situación, necesito esto para el pago colegiado."
spanish_student_erasmus,proof_address_rejected,anxious_about_money,"¡Hola! Acabo de subir un documento para verificar mi dirección pero fue rechazado, y estoy un poco preocupado porque tengo que pagar el alquiler y mis padres me han dicho que si no está listo puede ser un lío. ¿Qué formato es aceptado para que no me pase otra vez?"
spanish_student_erasmus,proof_address_rejected,in_a_hurry_before_trip,"¡Hola! Me han rechazado el documento que subí para verificar mi dirección, y necesito saber qué formato es el correcto porque estoy dejando mañana y mi vuelo es en 4 horas. Mis padres me están ayudando con el ""pago colegiado"" y no sé qué hacer. ¿Me lo puedes aclarar rápido? ¡Gracias!"
spanish_student_erasmus,proof_address_rejected,confused_non_native_english,"Oye, he subido un documento para verificar mi dirección, pero ¡me lo han rechazado! No entiendo por qué, ¿podéis decirme qué formato queréis o qué tipo de documento es aceptado? No sé mucho de esto, me lío un montón."
spanish_student_erasmus,chargeback_status,neutral,"Hola, ¿qué tal? Quería saber el estado de mi disputa por un pago que no reconozco, ¿me puedes decir cuándo puedo esperar una respuesta? Gracias, ¡espero que todo vaya bien!"
spanish_student_erasmus,chargeback_status,angry_after_waiting,"Oye, hace ya un montón que puse la disputa por un cargo que no reconozco y todavía no tengo respuesta, ¡esto es ridículo! ¿Qué está pasando? Necesito saber el estado ya, porque es inaceptable seguir esperando."
spanish_student_erasmus,chargeback_status,anxious_about_money,"Hola, estoy un poco preocupado porque hice un reclamo de chargeback y no sé en qué estado está. Mis padres me dicen que el dinero es sagrado, y necesito pagar el alquiler este mes, ¿me puedes decir cuándo puedo esperar una respuesta o si hay algún problema? ¡Gracias!"
spanish_student_erasmus,chargeback_status,in_a_hurry_before_trip,"¡Hola! Me gustaría saber qué pasa con el status de mi disputa de cargo, la levanté porque no reconozco la transacción. Estoy dejando mañana para un viaje y necesito saber si hay alguna actualización antes de mi vuelo en 4 horas. ¡Gracias!"
spanish_student_erasmus,chargeback_status,confused_non_native_english,"Hola, he hecho un disputa por un cargo que no reconozco, y quiero saber qué pasa con eso, ¿vale? Mis padres me dijeron que es importante, pero no entiendo muy bien el proceso. ¿Cuánto tiempo tardará más o menos?"
spanish_student_erasmus,close_account,neutral,"Hola, ¿cómo cierro mi cuenta de Revolut y saco el saldo que me queda? Quiero hacerlo ya que estoy en Erasmus y mis padres me dicen que lo haga. ¡Gracias!"
spanish_student_erasmus,close_account,angry_after_waiting,¡Ostras! Estoy harto de esperar y no entiendo por qué no puedo cerrar mi cuenta de Revolut ya. ¿Me podéis decir de una vez cómo retiro mi saldo y cierro esto? Es ridículo.
spanish_student_erasmus,close_account,anxious_about_money,"Oye, necesito cerrar mi cuenta de Revolut ya que estoy en Erasmus y mis padres me dicen que es mejor. Pero tengo un poco de pasta ahí y estoy nervioso, ¿cómo hago para que no se me quede atascado y pueda sacar lo que me queda rápido? Tengo que pagar el alquiler y otras cosas urgentes. ¡Gracias!"
spanish_student_erasmus,close_account,in_a_hurry_before_trip,¡Hola! Estoy a punto de irme de viaje mañana y necesito cerrar mi cuenta de Revolut y retirar el saldo que me queda. ¿Me puedes explicar rápido cómo lo hago? ¡Tengo el vuelo en 4 horas!
spanish_student_erasmus,close_account,confused_non_native_english,"Hola, quiero cerrar mi cuenta de Revolut y sacar el dinero que me queda, pero no entiendo cómo se hace. ¿Me puedes ayudar? Estoy un poco confundido con el proceso y no sé qué hacer, vale."
uk_small_business_owner,card_frozen_security,neutral,"Hi there, my card's been frozen after a security check and I need to sort it out quickly for my suppliers. Can you let me know what documents I need to provide to get it unfrozen? Cheers."
uk_small_business_owner,card_frozen_security,angry_after_waiting,"I've been waiting ages for my card to be unfrozen after that ridiculous security check, this is totally unacceptable! What do I need to sort this out and get back to paying my suppliers?"
uk_small_business_owner,card_frozen_security,anxious_about_money,"Hi, my card’s been frozen after a security check and I'm really anxious as I've got urgent bills and rent due. Could you let me know how I can unfreeze it or what documents you need from me?"
uk_small_business_owner,card_frozen_security,in_a_hurry_before_trip,"My card's been frozen after a security check and I'm leaving tomorrow for a trip abroad. I've got a flight in 4 hours, can you unfreeze it or tell me what documents you need to sort this out ASAP?"
uk_small_business_owner,card_frozen_security,confused_non_native_english,"My card is frozen after a security check, and I need to unfreeze it. Can you tell me what documents I need? I'm a bit confused about this process."
uk_small_business_owner,topup_declined,neutral,"Hi, I tried to top up my Revolut account, but the transaction was declined by my bank. Can you let me know why this happened and how I can fix it?"
uk_small_business_owner,topup_declined,angry_after_waiting,"I've finally tried to top up my account and it's been declined again, which is ridiculous! I need to sort this out ASAP for my suppliers and VAT payments. Can you tell me why this is happening and how to fix it?"
uk_small_business_owner,topup_declined,anxious_about_money,"Hi, I've just tried to top up my Revolut account but it got declined by my bank. I really need to get this sorted as I've got urgent bills and rent to pay, so can you help me figure out what went wrong and how to fix it?"
uk_small_business_owner,topup_declined,in_a_hurry_before_trip,My top-up just got declined and I’m leaving tomorrow for a trip abroad—what’s going on? I need to get this sorted fast as my flight is in 4 hours!
uk_small_business_owner,topup_declined,confused_non_native_english,"Hi, I tried to add money to my Revolut but it didn't work. My bank said declined, but I don't understand why. Can you help me fix this?"
uk_small_business_owner,source_of_funds_request,neutral,"Hi there, I've received a request for proof of funds and I'm not quite sure what documents I need to upload. Can you give me a clear list of what's acceptable for this? Thanks!"
uk_small_business_owner,source_of_funds_request,angry_after_waiting,"I've been waiting ages for this source of funds request to be sorted, and it's ridiculous that I still don't know what documents you need from me. Can you just tell me what specific proof of income you want me to upload so I can get this over with?"
uk_small_business_owner,source_of_funds_request,anxious_about_money,"Hi, I'm a bit anxious as I just got a request for proof of funds and I'm worried it could hold up my payments for suppliers and rent. Can you let me know exactly what documents I need to upload to sort this out quickly?"
uk_small_business_owner,source_of_funds_request,in_a_hurry_before_trip,"I’ve just received a request for proof of funds, but I’m leaving tomorrow for a trip abroad and need to sort this ASAP. What documents do I need to upload to get this sorted quickly?"
uk_small_business_owner,source_of_funds_request,confused_non_native_english,"Hi, I got message from Revolut about source of funds. I don't understand what documents I need to upload, like salary or savings? Can you help me with this? What exactly do I need to show?"
uk_small_business_owner,proof_address_rejected,neutral,"I've just uploaded a document for my address verification, but it got rejected. Can you let me know what format you accept and why mine didn't go through?"
uk_small_business_owner,proof_address_rejected,angry_after_waiting,"I've finally uploaded my proof of address for verification, and it’s been rejected again. This is ridiculous; what format do you actually accept? I need this sorted for my VAT return, so please clarify what I need to do."
uk_small_business_owner,proof_address_rejected,anxious_about_money,"I've just had my proof of address rejected, and I'm really anxious about it as I've got urgent bills and rent to pay. Can you let me know what format is accepted for the verification? I can't afford any delays with my suppliers right now."
uk_small_business_owner,proof_address_rejected,in_a_hurry_before_trip,"I've just uploaded my proof of address for verification, but it got rejected. I'm leaving tomorrow for a trip abroad, and I need to sort this out quickly. Can you let me know what format is accepted?"
uk_small_business_owner,proof_address_rejected,confused_non_native_english,"Hi, I uploaded my proof of address but it got rejected. Can you tell me what format is accepted? I don’t understand why it was rejected. Please help me."
uk_small_business_owner,chargeback_status,neutral,"Hi, I've raised a chargeback dispute for a transaction I didn't recognise a few weeks ago, and I wanted to check the current status and if there's an estimated timeline for resolution. Cheers!"
uk_small_business_owner,chargeback_status,angry_after_waiting,I've been waiting ages for an update on my chargeback dispute for that transaction I don’t recognise. This is ridiculous! Can you tell me what's going on and when I can expect a resolution?
uk_small_business_owner,chargeback_status,anxious_about_money,"Hi, I raised a chargeback dispute a few weeks ago for a transaction I don't recognise, and I'm really anxious about it. Can you please let me know the status and how long this might take? I've got urgent bills and rent due soon, so I'm worried about my funds being stuck."
uk_small_business_owner,chargeback_status,in_a_hurry_before_trip,"Hi, I raised a chargeback dispute for a transaction I didn't recognise, but I'm leaving tomorrow and need to know the status or expected timeline. I’ve got a flight in 4 hours and need this sorted before I head abroad. Can you help?"
uk_small_business_owner,chargeback_status,confused_non_native_english,"Hi, I raised a dispute about a charge I don’t understand, but I’m not sure what is happening now. Can you tell me the status of my dispute and how long it might take? I feel a bit confused about this."
uk_small_business_owner,close_account,neutral,"Hi, I’d like to know the exact steps to permanently close my Revolut account and withdraw the remaining balance. Can you guide me through the process?"
uk_small_business_owner,close_account,angry_after_waiting,I've had enough of waiting for a response! I just want to close my account and withdraw my remaining balance – can you finally tell me how to do it? This is ridiculous!
uk_small_business_owner,close_account,anxious_about_money,"I need to close my Revolut account ASAP and withdraw my remaining balance, but I'm really anxious about the funds getting stuck. I've got urgent bills and rent due soon, can you please guide me through the process step by step?"
uk_small_business_owner,close_account,in_a_hurry_before_trip,"I need to close my Revolut account and withdraw my remaining balance, but I'm leaving for a trip abroad tomorrow and my flight is in 4 hours. Can you please guide me through the process quickly?"
uk_small_business_owner,close_account,confused_non_native_english,"Hi, I want to close my Revolut account. I don’t understand how to do it and get my money back. Can you tell me step-by-step? Thank you."
french_retiree_traveler,card_frozen_security,neutral,"Bonjour, j'ai découvert que ma carte bleue est bloquée après un contrôle de sécurité. Pourriez-vous me dire comment faire pour la débloquer ou quels documents sont nécessaires, s'il vous plaît ? Merci d'avance."
french_retiree_traveler,card_frozen_security,angry_after_waiting,"Bonjour, cela fait une éternité que j'attends une réponse pour débloquer ma carte bleue après ce contrôle de sécurité. C'est vraiment inacceptable ! Qu'est-ce que je dois faire pour la réactiver ?"
french_retiree_traveler,card_frozen_security,anxious_about_money,"Bonjour, j'ai besoin d'aide s'il vous plaît. Ma carte est bloquée après un contrôle de sécurité et je suis vraiment inquiet car j'ai des factures urgentes à payer, comme mon loyer. Comment faire pour débloquer ma carte ou quels documents dois-je fournir ? Merci beaucoup."
french_retiree_traveler,card_frozen_security,in_a_hurry_before_trip,"Bonjour, ma carte est bloquée après une vérification de sécurité et je pars en voyage demain. Pouvez-vous m'aider à la débloquer ou me dire quels documents je dois fournir ? J'ai un vol dans 4 heures, s'il vous plaît. Merci !"
french_retiree_traveler,card_frozen_security,confused_non_native_english,"Bonjour, ma carte est bloquée après une vérification de sécurité, et je ne comprends pas pourquoi. Pouvez-vous s'il vous plaît m'expliquer comment déverrouiller ma carte ou quels documents sont nécessaires ? Merci beaucoup."
french_retiree_traveler,topup_declined,neutral,"Bonjour, j'ai essayé de top-up mon compte Revolut pour mon voyage, mais la banque a refusé le chargement. Pouvez-vous s'il vous plaît m'expliquer pourquoi cela s'est produit et comment je peux le corriger ? Merci d'avance."
french_retiree_traveler,topup_declined,angry_after_waiting,"Bonjour, j'ai essayé de faire un top-up sur mon compte Revolut, mais la banque a refusé la transaction et je ne comprends pas pourquoi. J'attends déjà depuis longtemps une réponse, c'est vraiment inacceptable ! Comment faire pour résoudre ce problème ? Merci."
french_retiree_traveler,topup_declined,anxious_about_money,"Bonjour, j'ai essayé de faire un top-up sur mon compte Revolut, mais ça a été refusé par ma banque. Je suis très inquiet, j'ai des factures urgentes à payer et je ne sais pas comment faire pour résoudre ce problème. Merci de votre aide."
french_retiree_traveler,topup_declined,in_a_hurry_before_trip,"Bonjour, j'essaie de recharger mon compte Revolut, mais ça a échoué, ma banque a refusé le paiement. Je pars demain pour un voyage à l'étranger et j'ai un vol dans 4 heures, pouvez-vous m'expliquer pourquoi ça arrive et comment je peux régler ça rapidement, s'il vous plaît ? Merci beaucoup."
french_retiree_traveler,topup_declined,confused_non_native_english,"Bonjour, j'essaie de mettre de l'argent sur mon compte Revolut, mais ça ne fonctionne pas et ma banque a refusé. Pourquoi ça arrive, s'il vous plaît ? Comment je peux résoudre ce problème ? Merci beaucoup."
french_retiree_traveler,source_of_funds_request,neutral,"Bonjour, j'ai reçu une demande de votre part concernant la source de mes fonds. S'il vous plaît, pourriez-vous m'expliquer quels documents je dois télécharger pour prouver d'où vient mon argent ? Merci d'avance pour votre aide."
french_retiree_traveler,source_of_funds_request,angry_after_waiting,"Bonjour, j'en ai vraiment marre d'attendre une réponse. J'ai reçu une demande de preuve de mes fonds, mais c'est ridicule, je ne sais pas quels documents je dois uploader. S'il vous plaît, pouvez-vous m'expliquer ça clairement ? Merci."
french_retiree_traveler,source_of_funds_request,anxious_about_money,"Bonjour, j'ai reçu une demande de votre part concernant la vérification de la source de mes fonds. S'il vous plaît, pouvez-vous m'expliquer quels documents je dois télécharger ? J'ai des factures urgentes à payer et je crains que mon argent soit bloqué. Merci d'avance pour votre aide."
french_retiree_traveler,source_of_funds_request,in_a_hurry_before_trip,"Bonjour, j'ai reçu une demande pour prouver la source de mes fonds, mais je pars en voyage demain et mon vol est dans 4 heures. S'il vous plaît, pourriez-vous m'expliquer rapidement quels documents je dois télécharger pour cela ? Merci !"
french_retiree_traveler,source_of_funds_request,confused_non_native_english,"Bonjour, j'ai reçu un message de Revolut demandant des preuves de mes fonds, comme mon salaire ou mes économies, mais je ne comprends pas très bien quels documents je dois uploader. S'il vous plaît, pouvez-vous m'expliquer clairement ce que je dois faire pour cela ? Merci beaucoup."
french_retiree_traveler,proof_address_rejected,neutral,"Bonjour, j'ai essayé de soumettre un document pour vérifier mon adresse, mais il a été rejeté. Pourriez-vous, s'il vous plaît, m'indiquer quel format est accepté et pourquoi mon document n'était pas bon ? Merci d'avance pour votre aide."
french_retiree_traveler,proof_address_rejected,angry_after_waiting,"Bonjour, j'ai enfin soumis mon justificatif de domicile pour la vérification, mais il a été refusé. C'est vraiment inacceptable ! Pouvez-vous m'expliquer quel format est accepté et pourquoi cela prend tant de temps ? Merci."
french_retiree_traveler,proof_address_rejected,anxious_about_money,"Bonjour, j'ai essayé d'envoyer un document pour vérifier mon adresse, mais il a été rejeté. Pouvez-vous m'expliquer quel format est accepté, s'il vous plaît ? J'ai des factures urgentes à payer et je suis inquiet pour mes fonds. Merci beaucoup."
french_retiree_traveler,proof_address_rejected,in_a_hurry_before_trip,"Bonjour, j'ai essayé de soumettre un document pour prouver mon adresse, mais il a été rejeté. Je pars en voyage demain et j'ai besoin de savoir quel format est accepté, s'il vous plaît, car mon vol est dans 4 heures. Merci de m'aider rapidement."
french_retiree_traveler,proof_address_rejected,confused_non_native_english,"Bonjour, j'ai essayé de télécharger un document pour la vérification de mon adresse, mais c'est rejeté. Pourriez-vous m'expliquer s'il vous plaît quel format est accepté ? Je suis un peu perdu avec ces termes techniques. Merci beaucoup."
french_retiree_traveler,chargeback_status,neutral,"Bonjour, j'aimerais savoir où en est ma demande de contestation pour une transaction que je ne reconnais pas. Pouvez-vous s'il vous plaît me donner des nouvelles et une estimation du délai de traitement ? Merci d'avance."
french_retiree_traveler,chargeback_status,angry_after_waiting,"Bonjour, j'ai fait une demande de contestation pour un retrait que je ne reconnais pas il y a plusieurs semaines, et je n'ai toujours pas de nouvelles. C'est vraiment inacceptable, je voudrais savoir où en est ma demande s'il vous plaît, et combien de temps cela va encore prendre. Merci."
french_retiree_traveler,chargeback_status,anxious_about_money,"Bonjour, s'il vous plaît, je voudrais savoir où en est mon litige de chargeback pour une transaction que je ne reconnais pas. J'ai vraiment besoin de ces fonds pour payer mes factures urgentes, comme mon loyer, et je m'inquiète qu'ils soient bloqués. Merci de votre aide."
french_retiree_traveler,chargeback_status,in_a_hurry_before_trip,"Bonjour, je voudrais savoir où en est mon dossier de contestation pour une transaction que je ne reconnais pas. Je pars en voyage demain et j’ai mon vol dans 4 heures, s'il vous plaît, pourriez-vous me donner une mise à jour rapide ? Merci beaucoup."
french_retiree_traveler,chargeback_status,confused_non_native_english,"Bonjour, j'aimerais savoir où en est mon dossier de contestation pour la transaction que je ne reconnais pas. S'il vous plaît, pouvez-vous m'expliquer le progrès et combien de temps cela va prendre ? Merci beaucoup."
french_retiree_traveler,close_account,neutral,"Bonjour, s'il vous plaît, pourriez-vous m'expliquer comment faire pour fermer mon compte Revolut et retirer le solde restant ? Merci d'avance pour votre aide."
french_retiree_traveler,close_account,angry_after_waiting,"Bonjour, j'en ai marre d'attendre une réponse ! C'est ridicule que je doive toujours patienter. Je veux fermer mon compte Revolut et retirer mon solde restant, alors comment faire, s'il vous plaît ?"
french_retiree_traveler,close_account,anxious_about_money,"Bonjour, je voudrais fermer mon compte Revolut s'il vous plaît, car je suis un peu inquiet pour mes fonds. Comment faire pour retirer mon solde restant avant de fermer le compte ? J'ai des factures urgentes à payer et j'ai peur que l'argent soit bloqué. Merci beaucoup pour votre aide."
french_retiree_traveler,close_account,in_a_hurry_before_trip,"Bonjour, je pars en voyage demain et j'ai besoin de fermer mon compte Revolut rapidement, s'il vous plaît. Pouvez-vous m'expliquer comment retirer le reste de mon solde avant mon départ ? Merci beaucoup."
french_retiree_traveler,close_account,confused_non_native_english,"Bonjour, je voudrais fermer mon compte Revolut, s'il vous plaît. Comment faire pour retirer mon solde restant ? Je ne comprends pas très bien le processus, merci de m'expliquer."
polish_gig_courier,card_frozen_security,neutral,"Cześć, moja karta jest zablokowana po weryfikacji bezpieczeństwa. Co muszę zrobić, żeby ją odblokować albo jakie dokumenty są potrzebne? Potrzebuję wypłaty i dostępnych środków na teraz."
polish_gig_courier,card_frozen_security,angry_after_waiting,"Cześć, to jest po prostu ridiculous, że moja karta jest zablokowana po tej kontroli bezpieczeństwa! Czekałem na to już za długo, co muszę zrobić, żeby ją odblokować? Gdzie są moje środki?"
